id,medicament_id,description
41,13,"Des études ont montré que les médicaments de la famille des statines peuvent augmenter le taux de sucre dans le sang (glycémie). En cas de diabète ou de prédisposition au diabète (taux élevé de sucre ou de triglycérides dans le sang, surpoids, hypertension artérielle), votre médecin pourra décider d'une surveillance renforcée."
42,13,"De rares atteintes pulmonaires ont été observées avec certaines statines, le plus souvent lors de traitement prolongé. En cas d'essoufflement, de toux persistante ou de fatigue inexpliquée, informez-en votre médecin."
43,13,La consommation de jus de pamplemousse doit être évitée pendant le traitement : augmentation du risque d'effets indésirables de la simvastatine.
44,13,Conducteur : ce médicament peut parfois provoquer des étourdissements.
45,14,"Ce médicament peut être toxique pour le foie ou les muscles. Signalez à votre médecin toute fatigue anormale, perte d'appétit, douleur ou faiblesse musculaire. Des analyses de sang peuvent être prescrites afin de vérifier que le médicament est bien supporté."
46,14,"Certaines situations peuvent accroître le risque de toxicité musculaire et nécessiter un suivi particulier : personne de plus de 65 ans, femme, insuffisance rénale, hypothyroïdie non contrôlée par un traitement, antécédent personnel ou familial de maladie musculaire, antécédent d'atteinte musculaire avec un traitement hypolipidémiant, abus d'alcool."
47,14,"Des études ont montré que les médicaments de la famille des statines peuvent augmenter le taux de sucre dans le sang (glycémie). En cas de diabète ou de prédisposition au diabète (taux élevé de sucre ou de triglycérides dans le sang, surpoids, hypertension artérielle), votre médecin pourra décider d'une surveillance renforcée."
48,14,"De rares atteintes pulmonaires ont été observées avec certaines statines, le plus souvent lors de traitement prolongé. En cas d'essoufflement, de toux persistante ou de fatigue inexpliquée, informez-en votre médecin."
49,14,La consommation de jus de pamplemousse doit être évitée pendant le traitement : augmentation du risque d'effets indésirables de la simvastatine.
50,14,Conducteur : ce médicament peut parfois provoquer des étourdissements.
51,15,"Ce médicament peut être toxique pour le foie ou les muscles. Signalez à votre médecin toute fatigue anormale, perte d'appétit, douleur ou faiblesse musculaire. Des analyses de sang peuvent être prescrites afin de vérifier que le médicament est bien supporté."
52,15,"Certaines situations peuvent accroître le risque de toxicité musculaire et nécessiter un suivi particulier : personne de plus de 65 ans, femme, insuffisance rénale, hypothyroïdie non contrôlée par un traitement, antécédent personnel ou familial de maladie musculaire, antécédent d'atteinte musculaire avec un traitement hypolipidémiant, abus d'alcool."
53,15,"Des études ont montré que les médicaments de la famille des statines peuvent augmenter le taux de sucre dans le sang (glycémie). En cas de diabète ou de prédisposition au diabète (taux élevé de sucre ou de triglycérides dans le sang, surpoids, hypertension artérielle), votre médecin pourra décider d'une surveillance renforcée."
54,15,"De rares atteintes pulmonaires ont été observées avec certaines statines, le plus souvent lors de traitement prolongé. En cas d'essoufflement, de toux persistante ou de fatigue inexpliquée, informez-en votre médecin."
55,15,La consommation de jus de pamplemousse doit être évitée pendant le traitement : augmentation du risque d'effets indésirables de la simvastatine.
56,15,Conducteur : ce médicament peut parfois provoquer des étourdissements.
57,16,"Ce médicament peut être toxique pour le foie ou les muscles. Signalez à votre médecin toute fatigue anormale, perte d'appétit, douleur ou faiblesse musculaire. Des analyses de sang peuvent être prescrites afin de vérifier que le médicament est bien supporté."
58,16,"Certaines situations peuvent accroître le risque de toxicité musculaire et nécessiter un suivi particulier : personne de plus de 65 ans, femme, insuffisance rénale, hypothyroïdie non contrôlée par un traitement, antécédent personnel ou familial de maladie musculaire, antécédent d'atteinte musculaire avec un traitement hypolipidémiant, abus d'alcool."
59,16,"Des études ont montré que les médicaments de la famille des statines peuvent augmenter le taux de sucre dans le sang (glycémie). En cas de diabète ou de prédisposition au diabète (taux élevé de sucre ou de triglycérides dans le sang, surpoids, hypertension artérielle), votre médecin pourra décider d'une surveillance renforcée."
60,16,"De rares atteintes pulmonaires ont été observées avec certaines statines, le plus souvent lors de traitement prolongé. En cas d'essoufflement, de toux persistante ou de fatigue inexpliquée, informez-en votre médecin."
61,16,La consommation de jus de pamplemousse doit être évitée pendant le traitement : augmentation du risque d'effets indésirables de la simvastatine.
62,16,Conducteur : ce médicament peut parfois provoquer des étourdissements.
63,17,"Ce médicament peut être toxique pour le foie ou les muscles. Signalez à votre médecin toute fatigue anormale, perte d'appétit, douleur ou faiblesse musculaire. Des analyses de sang peuvent être prescrites afin de vérifier que le médicament est bien supporté."
64,17,"Certaines situations peuvent accroître le risque de toxicité musculaire et nécessiter un suivi particulier : personne de plus de 65 ans, femme, insuffisance rénale, hypothyroïdie non contrôlée par un traitement, antécédent personnel ou familial de maladie musculaire, antécédent d'atteinte musculaire avec un traitement hypolipidémiant, abus d'alcool."
65,17,"Des études ont montré que les médicaments de la famille des statines peuvent augmenter le taux de sucre dans le sang (glycémie). En cas de diabète ou de prédisposition au diabète (taux élevé de sucre ou de triglycérides dans le sang, surpoids, hypertension artérielle), votre médecin pourra décider d'une surveillance renforcée."
66,17,"De rares atteintes pulmonaires ont été observées avec certaines statines, le plus souvent lors de traitement prolongé. En cas d'essoufflement, de toux persistante ou de fatigue inexpliquée, informez-en votre médecin."
67,17,La consommation de jus de pamplemousse doit être évitée pendant le traitement : augmentation du risque d'effets indésirables de la simvastatine.
68,17,Conducteur : ce médicament peut parfois provoquer des étourdissements.
69,18,"Ce médicament peut être toxique pour le foie ou les muscles. Signalez à votre médecin toute fatigue anormale, perte d'appétit, douleur ou faiblesse musculaire. Des analyses de sang peuvent être prescrites afin de vérifier que le médicament est bien supporté."
70,18,"Certaines situations peuvent accroître le risque de toxicité musculaire et nécessiter un suivi particulier : personne de plus de 65 ans, femme, insuffisance rénale, hypothyroïdie non contrôlée par un traitement, antécédent personnel ou familial de maladie musculaire, antécédent d'atteinte musculaire avec un traitement hypolipidémiant, abus d'alcool."
71,18,"Des études ont montré que les médicaments de la famille des statines peuvent augmenter le taux de sucre dans le sang (glycémie). En cas de diabète ou de prédisposition au diabète (taux élevé de sucre ou de triglycérides dans le sang, surpoids, hypertension artérielle), votre médecin pourra décider d'une surveillance renforcée."
72,18,"De rares atteintes pulmonaires ont été observées avec certaines statines, le plus souvent lors de traitement prolongé. En cas d'essoufflement, de toux persistante ou de fatigue inexpliquée, informez-en votre médecin."
73,18,La consommation de jus de pamplemousse doit être évitée pendant le traitement : augmentation du risque d'effets indésirables de la simvastatine.
74,18,Conducteur : ce médicament peut parfois provoquer des étourdissements.
75,19,"Ce médicament peut être toxique pour le foie ou les muscles. Signalez à votre médecin toute fatigue anormale, perte d'appétit, douleur ou faiblesse musculaire. Des analyses de sang peuvent être prescrites afin de vérifier que le médicament est bien supporté."
76,19,"Certaines situations peuvent accroître le risque de toxicité musculaire et nécessiter un suivi particulier : personne de plus de 65 ans, femme, insuffisance rénale, hypothyroïdie non contrôlée par un traitement, antécédent personnel ou familial de maladie musculaire, antécédent d'atteinte musculaire avec un traitement hypolipidémiant, abus d'alcool."
77,19,"Des études ont montré que les médicaments de la famille des statines peuvent augmenter le taux de sucre dans le sang (glycémie). En cas de diabète ou de prédisposition au diabète (taux élevé de sucre ou de triglycérides dans le sang, surpoids, hypertension artérielle), votre médecin pourra décider d'une surveillance renforcée."
78,19,"De rares atteintes pulmonaires ont été observées avec certaines statines, le plus souvent lors de traitement prolongé. En cas d'essoufflement, de toux persistante ou de fatigue inexpliquée, informez-en votre médecin."
79,19,La consommation de jus de pamplemousse doit être évitée pendant le traitement : augmentation du risque d'effets indésirables de la simvastatine.
80,19,Conducteur : ce médicament peut fréquemment provoquer des vertiges ou des malaises. Assurez-vous que vous le supportez bien avant de conduire ou d'utiliser une machine dangereuse.
81,20,"Ce médicament peut être toxique pour le foie ou les muscles. Signalez à votre médecin toute fatigue anormale, perte d'appétit, douleur ou faiblesse musculaire. Des analyses de sang peuvent être prescrites afin de vérifier que le médicament est bien supporté."
82,20,"Certaines situations peuvent accroître le risque de toxicité musculaire et nécessiter un suivi particulier : insuffisance rénale, hypothyroïdie, antécédent personnel ou familial de maladie musculaire, antécédent de problème musculaire avec un traitement hypolipidémiant, alcoolisme et personne de plus de 70 ans."
83,20,"Dans de rares cas, les statines peuvent provoquer ou aggraver une myasthénie. Prévenez votre médecin en cas d'apparition d'un abaissement des paupières, d'une vision double ou d'une fatigabilité musculaire survenant pour des efforts modérés."
84,20,"Des études ont montré que les médicaments de la famille des statines peuvent augmenter le taux de sucre dans le sang (glycémie). En cas de diabète ou de prédisposition au diabète (taux élevé de sucre ou de triglycérides dans le sang, surpoids, hypertension artérielle), votre médecin pourra décider d'une surveillance renforcée."
85,20,"De rares atteintes pulmonaires ont été observées avec certaines statines, le plus souvent lors de traitement prolongé. En cas d'essoufflement, de toux persistante ou de fatigue inexpliquée, informez-en votre médecin."
86,20,Conducteur : ce médicament peut parfois provoquer des étourdissements.
87,21,"Ce médicament peut être toxique pour le foie ou les muscles. Signalez à votre médecin toute fatigue anormale, perte d'appétit, douleur ou faiblesse musculaire. Des analyses de sang peuvent être prescrites afin de vérifier que le médicament est bien supporté."
88,21,"Certaines situations peuvent accroître le risque de toxicité musculaire et nécessiter un suivi particulier : insuffisance rénale, hypothyroïdie, antécédent personnel ou familial de maladie musculaire, antécédent de problème musculaire avec un traitement hypolipidémiant, alcoolisme et personne de plus de 70 ans."
89,21,"Dans de rares cas, les statines peuvent provoquer ou aggraver une myasthénie. Prévenez votre médecin en cas d'apparition d'un abaissement des paupières, d'une vision double ou d'une fatigabilité musculaire survenant pour des efforts modérés."
90,21,"Des études ont montré que les médicaments de la famille des statines peuvent augmenter le taux de sucre dans le sang (glycémie). En cas de diabète ou de prédisposition au diabète (taux élevé de sucre ou de triglycérides dans le sang, surpoids, hypertension artérielle), votre médecin pourra décider d'une surveillance renforcée."
91,21,"De rares atteintes pulmonaires ont été observées avec certaines statines, le plus souvent lors de traitement prolongé. En cas d'essoufflement, de toux persistante ou de fatigue inexpliquée, informez-en votre médecin."
92,21,Conducteur : ce médicament peut parfois provoquer des étourdissements.
93,22,"Ce médicament peut être toxique pour le foie ou les muscles. Signalez à votre médecin toute fatigue anormale, perte d'appétit, douleur ou faiblesse musculaire. Des analyses de sang peuvent être prescrites afin de vérifier que le médicament est bien supporté."
94,22,"Certaines situations peuvent accroître le risque de toxicité musculaire et nécessiter un suivi particulier : insuffisance rénale, hypothyroïdie, antécédent personnel ou familial de maladie musculaire, antécédent de problème musculaire avec un traitement hypolipidémiant, alcoolisme et personne de plus de 70 ans."
95,22,"Dans de rares cas, les statines peuvent provoquer ou aggraver une myasthénie. Prévenez votre médecin en cas d'apparition d'un abaissement des paupières, d'une vision double ou d'une fatigabilité musculaire survenant pour des efforts modérés."
96,22,"Des études ont montré que les médicaments de la famille des statines peuvent augmenter le taux de sucre dans le sang (glycémie). En cas de diabète ou de prédisposition au diabète (taux élevé de sucre ou de triglycérides dans le sang, surpoids, hypertension artérielle), votre médecin pourra décider d'une surveillance renforcée."
97,22,"De rares atteintes pulmonaires ont été observées avec certaines statines, le plus souvent lors de traitement prolongé. En cas d'essoufflement, de toux persistante ou de fatigue inexpliquée, informez-en votre médecin."
98,22,Conducteur : ce médicament peut parfois provoquer des étourdissements.
99,23,"Ce médicament peut être toxique pour le foie ou les muscles. Signalez à votre médecin toute fatigue anormale, perte d'appétit, douleur ou faiblesse musculaire. Des analyses de sang peuvent être prescrites afin de vérifier que le médicament est bien supporté."
100,23,"Certaines situations peuvent accroître le risque de toxicité musculaire et nécessiter un suivi particulier : personne de plus de 65 ans, femme, insuffisance rénale, hypothyroïdie non contrôlée par un traitement, antécédent personnel ou familial de maladie musculaire, antécédent d'atteinte musculaire avec un traitement hypolipidémiant, abus d'alcool."
101,23,"Des études ont montré que les médicaments de la famille des statines peuvent augmenter le taux de sucre dans le sang (glycémie). En cas de diabète ou de prédisposition au diabète (taux élevé de sucre ou de triglycérides dans le sang, surpoids, hypertension artérielle), votre médecin pourra décider d'une surveillance renforcée."
102,23,"De rares atteintes pulmonaires ont été observées avec certaines statines, le plus souvent lors de traitement prolongé. En cas d'essoufflement, de toux persistante ou de fatigue inexpliquée, informez-en votre médecin."
103,23,La consommation de jus de pamplemousse doit être évitée pendant le traitement : augmentation du risque d'effets indésirables de la simvastatine.
104,23,Conducteur : ce médicament peut parfois provoquer des étourdissements.
105,24,"Ce médicament peut être toxique pour le foie ou les muscles. Signalez à votre médecin toute fatigue anormale, perte d'appétit, douleur ou faiblesse musculaire. Des analyses de sang peuvent être prescrites afin de vérifier que le médicament est bien supporté."
106,24,"Certaines situations peuvent accroître le risque de toxicité musculaire et nécessiter un suivi particulier : personne de plus de 65 ans, femme, insuffisance rénale, hypothyroïdie non contrôlée par un traitement, antécédent personnel ou familial de maladie musculaire, antécédent d'atteinte musculaire avec un traitement hypolipidémiant, abus d'alcool."
107,24,"Des études ont montré que les médicaments de la famille des statines peuvent augmenter le taux de sucre dans le sang (glycémie). En cas de diabète ou de prédisposition au diabète (taux élevé de sucre ou de triglycérides dans le sang, surpoids, hypertension artérielle), votre médecin pourra décider d'une surveillance renforcée."
108,24,"De rares atteintes pulmonaires ont été observées avec certaines statines, le plus souvent lors de traitement prolongé. En cas d'essoufflement, de toux persistante ou de fatigue inexpliquée, informez-en votre médecin."
109,24,La consommation de jus de pamplemousse doit être évitée pendant le traitement : augmentation du risque d'effets indésirables de la simvastatine.
110,24,Conducteur : ce médicament peut parfois provoquer des étourdissements.
111,26,"Ce médicament peut être toxique pour le foie ou les muscles. Signalez à votre médecin toute fatigue anormale, perte d'appétit, douleur ou faiblesse musculaire. Des analyses de sang peuvent être prescrites afin de vérifier que le médicament est bien supporté."
112,26,"Certaines situations peuvent accroître le risque de toxicité musculaire et nécessiter un suivi particulier : insuffisance rénale, hypothyroïdie, antécédent personnel ou familial de maladie musculaire, antécédent de problème musculaire avec un traitement hypolipidémiant, alcoolisme et personne de plus de 70 ans."
113,26,"Dans de rares cas, les statines peuvent provoquer ou aggraver une myasthénie. Prévenez votre médecin en cas d'apparition d'un abaissement des paupières, d'une vision double ou d'une fatigabilité musculaire survenant pour des efforts modérés."
114,26,"Des études ont montré que les médicaments de la famille des statines peuvent augmenter le taux de sucre dans le sang (glycémie). En cas de diabète ou de prédisposition au diabète (taux élevé de sucre ou de triglycérides dans le sang, surpoids, hypertension artérielle), votre médecin pourra décider d'une surveillance renforcée."
115,26,"De rares atteintes pulmonaires ont été observées avec certaines statines, le plus souvent lors de traitement prolongé. En cas d'essoufflement, de toux persistante ou de fatigue inexpliquée, informez-en votre médecin."
116,26,Conducteur : ce médicament peut parfois provoquer des étourdissements.
117,27,"Ce médicament peut être toxique pour le foie ou les muscles. Signalez à votre médecin toute fatigue anormale, perte d'appétit, douleur ou faiblesse musculaire. Des analyses de sang peuvent être prescrites afin de vérifier que le médicament est bien supporté."
118,27,"Certaines situations peuvent accroître le risque de toxicité musculaire et nécessiter un suivi particulier : insuffisance rénale, hypothyroïdie, antécédent personnel ou familial de maladie musculaire, antécédent de problème musculaire avec un traitement hypolipidémiant, alcoolisme et personne de plus de 70 ans."
119,27,"Dans de rares cas, les statines peuvent provoquer ou aggraver une myasthénie. Prévenez votre médecin en cas d'apparition d'un abaissement des paupières, d'une vision double ou d'une fatigabilité musculaire survenant pour des efforts modérés."
120,27,"Des études ont montré que les médicaments de la famille des statines peuvent augmenter le taux de sucre dans le sang (glycémie). En cas de diabète ou de prédisposition au diabète (taux élevé de sucre ou de triglycérides dans le sang, surpoids, hypertension artérielle), votre médecin pourra décider d'une surveillance renforcée."
121,27,"De rares atteintes pulmonaires ont été observées avec certaines statines, le plus souvent lors de traitement prolongé. En cas d'essoufflement, de toux persistante ou de fatigue inexpliquée, informez-en votre médecin."
122,27,Conducteur : ce médicament peut parfois provoquer des étourdissements.
123,28,"Ce médicament peut être toxique pour le foie ou les muscles. Signalez à votre médecin toute fatigue anormale, perte d'appétit, douleur ou faiblesse musculaire. Des analyses de sang peuvent être prescrites afin de vérifier que le médicament est bien supporté."
124,28,"Certaines situations peuvent accroître le risque de toxicité musculaire et nécessiter un suivi particulier : insuffisance rénale, hypothyroïdie, antécédent personnel ou familial de maladie musculaire, antécédent de problème musculaire avec un traitement hypolipidémiant, alcoolisme et personne de plus de 70 ans."
125,28,"Dans de rares cas, les statines peuvent provoquer ou aggraver une myasthénie. Prévenez votre médecin en cas d'apparition d'un abaissement des paupières, d'une vision double ou d'une fatigabilité musculaire survenant pour des efforts modérés."
126,28,"Des études ont montré que les médicaments de la famille des statines peuvent augmenter le taux de sucre dans le sang (glycémie). En cas de diabète ou de prédisposition au diabète (taux élevé de sucre ou de triglycérides dans le sang, surpoids, hypertension artérielle), votre médecin pourra décider d'une surveillance renforcée."
127,28,"De rares atteintes pulmonaires ont été observées avec certaines statines, le plus souvent lors de traitement prolongé. En cas d'essoufflement, de toux persistante ou de fatigue inexpliquée, informez-en votre médecin."
128,28,Conducteur : ce médicament peut parfois provoquer des étourdissements.
129,29,"Ce médicament peut être toxique pour le foie ou les muscles. Signalez à votre médecin toute fatigue anormale, perte d'appétit, douleur ou faiblesse musculaire. Des analyses de sang peuvent être prescrites afin de vérifier que le médicament est bien supporté."
130,29,"Certaines situations peuvent accroître le risque de toxicité musculaire et nécessiter un suivi particulier : insuffisance rénale, hypothyroïdie, antécédent personnel ou familial de maladie musculaire, antécédent de problème musculaire avec un traitement hypolipidémiant, alcoolisme et personne de plus de 70 ans."
131,29,"Dans de rares cas, les statines peuvent provoquer ou aggraver une myasthénie. Prévenez votre médecin en cas d'apparition d'un abaissement des paupières, d'une vision double ou d'une fatigabilité musculaire survenant pour des efforts modérés."
132,29,"Des études ont montré que les médicaments de la famille des statines peuvent augmenter le taux de sucre dans le sang (glycémie). En cas de diabète ou de prédisposition au diabète (taux élevé de sucre ou de triglycérides dans le sang, surpoids, hypertension artérielle), votre médecin pourra décider d'une surveillance renforcée."
133,29,"De rares atteintes pulmonaires ont été observées avec certaines statines, le plus souvent lors de traitement prolongé. En cas d'essoufflement, de toux persistante ou de fatigue inexpliquée, informez-en votre médecin."
134,29,Conducteur : ce médicament peut parfois provoquer des étourdissements.
135,30,"Ce médicament, notamment lorsqu'il est utilisé avec une statine, peut être toxique pour le foie ou les muscles. Signalez à votre médecin toute fatigue anormale, perte d'appétit, douleur ou faiblesse musculaire. Des analyses de sang peuvent être pratiquées afin de vérifier que le médicament est bien supporté."
136,30,Des précautions sont nécessaires en cas d'insuffisance hépatique.
137,31,"Ce médicament, notamment lorsqu'il est utilisé avec une statine, peut être toxique pour le foie ou les muscles. Signalez à votre médecin toute fatigue anormale, perte d'appétit, douleur ou faiblesse musculaire. Des analyses de sang peuvent être pratiquées afin de vérifier que le médicament est bien supporté."
138,31,Des précautions sont nécessaires en cas d'insuffisance hépatique.
139,32,"Ce médicament, notamment lorsqu'il est utilisé avec une statine, peut être toxique pour le foie ou les muscles. Signalez à votre médecin toute fatigue anormale, perte d'appétit, douleur ou faiblesse musculaire. Des analyses de sang peuvent être pratiquées afin de vérifier que le médicament est bien supporté."
140,32,Des précautions sont nécessaires en cas d'insuffisance hépatique.
141,33,"Ce médicament, notamment lorsqu'il est utilisé avec une statine, peut être toxique pour le foie ou les muscles. Signalez à votre médecin toute fatigue anormale, perte d'appétit, douleur ou faiblesse musculaire. Des analyses de sang peuvent être pratiquées afin de vérifier que le médicament est bien supporté."
142,33,Des précautions sont nécessaires en cas d'insuffisance hépatique.
143,34,"Ce médicament, notamment lorsqu'il est utilisé avec une statine, peut être toxique pour le foie ou les muscles. Signalez à votre médecin toute fatigue anormale, perte d'appétit, douleur ou faiblesse musculaire. Des analyses de sang peuvent être pratiquées afin de vérifier que le médicament est bien supporté."
144,34,Des précautions sont nécessaires en cas d'insuffisance hépatique.
145,35,"Ce médicament, notamment lorsqu'il est utilisé avec une statine, peut être toxique pour le foie ou les muscles. Signalez à votre médecin toute fatigue anormale, perte d'appétit, douleur ou faiblesse musculaire. Des analyses de sang peuvent être pratiquées afin de vérifier que le médicament est bien supporté."
146,35,Des précautions sont nécessaires en cas d'insuffisance hépatique.
147,36,"Ce médicament, notamment lorsqu'il est utilisé avec une statine, peut être toxique pour le foie ou les muscles. Signalez à votre médecin toute fatigue anormale, perte d'appétit, douleur ou faiblesse musculaire. Des analyses de sang peuvent être pratiquées afin de vérifier que le médicament est bien supporté."
148,36,Des précautions sont nécessaires en cas d'insuffisance hépatique.
